race,circuit,year,lap,position,time,pit_time
United States Grand Prix,Circuit of the Americas,2019,2,2,101.456,NA
United States Grand Prix,Circuit of the Americas,2019,3,2,101.104,NA
United States Grand Prix,Circuit of the Americas,2019,4,2,101.011,NA
United States Grand Prix,Circuit of the Americas,2019,5,2,100.651,NA
United States Grand Prix,Circuit of the Americas,2019,6,2,100.895,NA
United States Grand Prix,Circuit of the Americas,2019,7,2,101.796,NA
United States Grand Prix,Circuit of the Americas,2019,8,2,101.346,NA
United States Grand Prix,Circuit of the Americas,2019,9,2,101.983,NA
United States Grand Prix,Circuit of the Americas,2019,10,2,101.218,NA
United States Grand Prix,Circuit of the Americas,2019,11,2,101.851,NA
United States Grand Prix,Circuit of the Americas,2019,12,2,101.879,NA
United States Grand Prix,Circuit of the Americas,2019,13,2,101.8,23.716
United States Grand Prix,Circuit of the Americas,2019,14,4,118.764,NA
United States Grand Prix,Circuit of the Americas,2019,15,4,99.604,NA
United States Grand Prix,Circuit of the Americas,2019,16,3,100.23,NA
United States Grand Prix,Circuit of the Americas,2019,17,3,99.798,NA
United States Grand Prix,Circuit of the Americas,2019,18,3,99.967,NA
United States Grand Prix,Circuit of the Americas,2019,19,3,99.835,NA
United States Grand Prix,Circuit of the Americas,2019,20,3,100.191,NA
United States Grand Prix,Circuit of the Americas,2019,21,3,100.746,NA
United States Grand Prix,Circuit of the Americas,2019,22,3,99.954,NA
United States Grand Prix,Circuit of the Americas,2019,23,3,99.716,NA
United States Grand Prix,Circuit of the Americas,2019,24,3,100.442,NA
United States Grand Prix,Circuit of the Americas,2019,25,2,100.264,NA
United States Grand Prix,Circuit of the Americas,2019,26,2,100.417,NA
United States Grand Prix,Circuit of the Americas,2019,27,2,100.13,NA
United States Grand Prix,Circuit of the Americas,2019,28,2,100.097,NA
United States Grand Prix,Circuit of the Americas,2019,29,2,99.733,NA
United States Grand Prix,Circuit of the Americas,2019,30,2,100.581,NA
United States Grand Prix,Circuit of the Americas,2019,31,2,100.622,NA
United States Grand Prix,Circuit of the Americas,2019,32,2,100.738,NA
United States Grand Prix,Circuit of the Americas,2019,33,2,100.911,NA
United States Grand Prix,Circuit of the Americas,2019,34,2,101.491,23.444
United States Grand Prix,Circuit of the Americas,2019,35,3,118.421,NA
United States Grand Prix,Circuit of the Americas,2019,36,3,98.632,NA
United States Grand Prix,Circuit of the Americas,2019,37,3,98.691,NA
United States Grand Prix,Circuit of the Americas,2019,38,3,98.339,NA
United States Grand Prix,Circuit of the Americas,2019,39,3,98.712,NA
United States Grand Prix,Circuit of the Americas,2019,40,3,99.033,NA
United States Grand Prix,Circuit of the Americas,2019,41,3,99.124,NA
United States Grand Prix,Circuit of the Americas,2019,42,3,98.214,NA
United States Grand Prix,Circuit of the Americas,2019,43,3,98.722,NA
United States Grand Prix,Circuit of the Americas,2019,44,3,98.98,NA
United States Grand Prix,Circuit of the Americas,2019,45,3,98.798,NA
United States Grand Prix,Circuit of the Americas,2019,46,3,98.961,NA
United States Grand Prix,Circuit of the Americas,2019,47,3,98.441,NA
United States Grand Prix,Circuit of the Americas,2019,48,3,98.404,NA
United States Grand Prix,Circuit of the Americas,2019,49,3,98.4,NA
United States Grand Prix,Circuit of the Americas,2019,50,3,98.746,NA
United States Grand Prix,Circuit of the Americas,2019,51,3,99.218,NA
United States Grand Prix,Circuit of the Americas,2019,52,3,100.84,NA
United States Grand Prix,Circuit of the Americas,2019,53,3,98.866,NA
United States Grand Prix,Circuit of the Americas,2019,54,3,99.192,NA
United States Grand Prix,Circuit of the Americas,2019,55,3,100.706,NA
United States Grand Prix,Circuit of the Americas,2019,56,3,100.442,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,71,1,70.911,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,70,1,71.528,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,69,1,139.143,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,68,1,115.801,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,67,1,112.225,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,66,1,85.815,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,65,1,71.286,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,64,1,71.063,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,63,1,71.156,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,62,1,71.287,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,61,1,70.862,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,60,1,71.498,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,59,2,118.69,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,58,2,107.96,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,57,2,118.349,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,56,2,116.137,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,55,2,112.268,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,54,2,89.403,22.593
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,53,1,72.324,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,52,1,71.436,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,51,1,72.046,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,50,1,71.897,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,49,1,71.874,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,48,2,71.812,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,47,2,70.962,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,46,2,71.27,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,45,2,88.667,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,44,1,76.121,22.657
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,43,1,72.858,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,42,1,72.699,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,41,1,73.072,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,40,1,72.979,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,39,1,72.655,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,38,1,72.571,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,37,1,72.512,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,36,1,72.876,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,35,1,72.747,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,34,1,72.787,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,33,1,72.471,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,32,1,72.579,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,31,1,72.58,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,30,1,72.748,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,29,1,73.177,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,28,1,73.107,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,27,1,72.927,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,26,1,73.46,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,25,3,72.637,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,24,3,72.667,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,23,3,72.448,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,22,5,90.128,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,21,1,78.141,22.818
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,20,1,74.015,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,19,1,73.968,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,18,1,73.901,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,17,1,73.689,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,16,1,73.494,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,15,1,73.556,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,14,1,73.646,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,13,1,73.664,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,12,1,73.611,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,11,1,73.484,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,10,1,73.719,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,9,1,73.683,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,8,1,73.518,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,7,1,73.605,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,6,1,73.493,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,5,1,73.462,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,4,1,73.336,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,3,1,73.007,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,2,1,73.099,NA
Brazilian Grand Prix,Autódromo José Carlos Pace,2019,1,1,76.111,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,1,3,107.616,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,2,3,103.281,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,3,3,103.245,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,4,3,103.308,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,5,3,103.506,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,6,3,103.799,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,7,3,103.256,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,8,3,103.206,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,9,3,103.303,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,10,3,103.442,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,11,3,103.404,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,12,3,103.252,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,13,2,103.01,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,14,2,102.876,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,15,2,103.057,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,16,2,102.834,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,17,2,103.06,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,18,2,103.168,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,19,2,103.166,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,20,2,103.01,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,21,2,103.024,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,22,2,103.19,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,23,2,103.063,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,24,2,103.259,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,25,2,105.216,21.023
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,26,3,122.305,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,27,3,102.898,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,28,3,101.651,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,29,3,101.701,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,30,3,101.897,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,31,3,102.521,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,32,2,102.598,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,33,2,101.983,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,34,2,101.694,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,35,2,102.286,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,36,2,102.561,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,37,2,101.776,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,38,2,101.555,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,39,2,101.541,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,40,2,101.778,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,41,2,101.824,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,42,2,101.915,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,43,2,101.755,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,44,2,102.046,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,45,2,101.955,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,46,2,101.674,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,47,2,101.592,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,48,2,101.273,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,49,2,101.775,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,50,2,101.333,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,51,2,101.774,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,52,2,101.743,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,53,2,101.849,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,54,2,101.564,NA
Abu Dhabi Grand Prix,Yas Marina Circuit,2019,55,2,101.119,NA
Austrian Grand Prix,Red Bull Ring,2020,1,2,73.501,NA
Austrian Grand Prix,Red Bull Ring,2020,2,2,69.859,NA
Austrian Grand Prix,Red Bull Ring,2020,3,2,69.38,NA
Austrian Grand Prix,Red Bull Ring,2020,4,2,69.428,NA
Austrian Grand Prix,Red Bull Ring,2020,5,2,69.351,NA
Austrian Grand Prix,Red Bull Ring,2020,6,2,69.469,NA
Austrian Grand Prix,Red Bull Ring,2020,7,2,69.577,NA
Austrian Grand Prix,Red Bull Ring,2020,8,2,69.538,NA
Austrian Grand Prix,Red Bull Ring,2020,9,2,69.459,NA
Austrian Grand Prix,Red Bull Ring,2020,10,2,69.451,NA
Austrian Grand Prix,Red Bull Ring,2020,11,20,138.665,NA
Styrian Grand Prix,Red Bull Ring,2020,1,2,81.063,NA
Styrian Grand Prix,Red Bull Ring,2020,2,2,123.866,NA
Styrian Grand Prix,Red Bull Ring,2020,3,2,106.919,NA
Styrian Grand Prix,Red Bull Ring,2020,4,2,69.382,NA
Styrian Grand Prix,Red Bull Ring,2020,5,2,69.086,NA
Styrian Grand Prix,Red Bull Ring,2020,6,2,68.993,NA
Styrian Grand Prix,Red Bull Ring,2020,7,2,69.084,NA
Styrian Grand Prix,Red Bull Ring,2020,8,2,69.065,NA
Styrian Grand Prix,Red Bull Ring,2020,9,2,68.925,NA
Styrian Grand Prix,Red Bull Ring,2020,10,2,68.836,NA
Styrian Grand Prix,Red Bull Ring,2020,11,2,68.798,NA
Styrian Grand Prix,Red Bull Ring,2020,12,2,68.693,NA
Styrian Grand Prix,Red Bull Ring,2020,13,2,68.889,NA
Styrian Grand Prix,Red Bull Ring,2020,14,2,68.763,NA
Styrian Grand Prix,Red Bull Ring,2020,15,2,68.888,NA
Styrian Grand Prix,Red Bull Ring,2020,16,2,68.853,NA
Styrian Grand Prix,Red Bull Ring,2020,17,2,68.839,NA
Styrian Grand Prix,Red Bull Ring,2020,18,2,68.801,NA
Styrian Grand Prix,Red Bull Ring,2020,19,2,68.725,NA
Styrian Grand Prix,Red Bull Ring,2020,20,2,68.82,NA
Styrian Grand Prix,Red Bull Ring,2020,21,2,68.831,NA
Styrian Grand Prix,Red Bull Ring,2020,22,2,68.7,NA
Styrian Grand Prix,Red Bull Ring,2020,23,2,68.887,NA
Styrian Grand Prix,Red Bull Ring,2020,24,3,72.205,20.937
Styrian Grand Prix,Red Bull Ring,2020,25,3,84.818,NA
Styrian Grand Prix,Red Bull Ring,2020,26,3,68.248,NA
Styrian Grand Prix,Red Bull Ring,2020,27,3,68.466,NA
Styrian Grand Prix,Red Bull Ring,2020,28,3,68.376,NA
Styrian Grand Prix,Red Bull Ring,2020,29,3,68.069,NA
Styrian Grand Prix,Red Bull Ring,2020,30,3,68.112,NA
Styrian Grand Prix,Red Bull Ring,2020,31,3,68.133,NA
Styrian Grand Prix,Red Bull Ring,2020,32,3,68.234,NA
Styrian Grand Prix,Red Bull Ring,2020,33,3,68.015,NA
Styrian Grand Prix,Red Bull Ring,2020,34,3,67.901,NA
Styrian Grand Prix,Red Bull Ring,2020,35,2,68.049,NA
Styrian Grand Prix,Red Bull Ring,2020,36,2,67.972,NA
Styrian Grand Prix,Red Bull Ring,2020,37,2,67.909,NA
Styrian Grand Prix,Red Bull Ring,2020,38,2,68.041,NA
Styrian Grand Prix,Red Bull Ring,2020,39,2,68.164,NA
Styrian Grand Prix,Red Bull Ring,2020,40,2,68.041,NA
Styrian Grand Prix,Red Bull Ring,2020,41,2,68.148,NA
Styrian Grand Prix,Red Bull Ring,2020,42,2,67.81,NA
Styrian Grand Prix,Red Bull Ring,2020,43,2,68.029,NA
Styrian Grand Prix,Red Bull Ring,2020,44,2,68.12,NA
Styrian Grand Prix,Red Bull Ring,2020,45,2,67.984,NA
Styrian Grand Prix,Red Bull Ring,2020,46,2,68.236,NA
Styrian Grand Prix,Red Bull Ring,2020,47,2,68.105,NA
Styrian Grand Prix,Red Bull Ring,2020,48,2,68.121,NA
Styrian Grand Prix,Red Bull Ring,2020,49,2,68.238,NA
Styrian Grand Prix,Red Bull Ring,2020,50,2,68.191,NA
Styrian Grand Prix,Red Bull Ring,2020,51,2,68.328,NA
Styrian Grand Prix,Red Bull Ring,2020,52,2,68.34,NA
Styrian Grand Prix,Red Bull Ring,2020,53,2,68.174,NA
Styrian Grand Prix,Red Bull Ring,2020,54,2,68.192,NA
Styrian Grand Prix,Red Bull Ring,2020,55,2,68.149,NA
Styrian Grand Prix,Red Bull Ring,2020,56,2,67.962,NA
Styrian Grand Prix,Red Bull Ring,2020,57,2,68.556,NA
Styrian Grand Prix,Red Bull Ring,2020,58,2,68.394,NA
Styrian Grand Prix,Red Bull Ring,2020,59,2,68.224,NA
Styrian Grand Prix,Red Bull Ring,2020,60,2,68.692,NA
Styrian Grand Prix,Red Bull Ring,2020,61,2,68.27,NA
Styrian Grand Prix,Red Bull Ring,2020,62,2,68.125,NA
Styrian Grand Prix,Red Bull Ring,2020,63,2,68.345,NA
Styrian Grand Prix,Red Bull Ring,2020,64,2,68.501,NA
Styrian Grand Prix,Red Bull Ring,2020,65,2,68.532,NA
Styrian Grand Prix,Red Bull Ring,2020,66,2,68.956,NA
Styrian Grand Prix,Red Bull Ring,2020,67,3,70.794,NA
Styrian Grand Prix,Red Bull Ring,2020,68,3,72.203,21.091
Styrian Grand Prix,Red Bull Ring,2020,69,3,85.459,NA
Styrian Grand Prix,Red Bull Ring,2020,70,3,66.145,NA
Styrian Grand Prix,Red Bull Ring,2020,71,3,66.599,NA
Hungarian Grand Prix,Hungaroring,2020,1,3,99.556,NA
Hungarian Grand Prix,Hungaroring,2020,2,3,93.264,NA
Hungarian Grand Prix,Hungaroring,2020,3,2,94.529,NA
Hungarian Grand Prix,Hungaroring,2020,4,1,95.025,21.529
Hungarian Grand Prix,Hungaroring,2020,5,2,107.204,NA
Hungarian Grand Prix,Hungaroring,2020,6,2,83.73,NA
Hungarian Grand Prix,Hungaroring,2020,7,2,83.206,NA
Hungarian Grand Prix,Hungaroring,2020,8,2,82.741,NA
Hungarian Grand Prix,Hungaroring,2020,9,2,82.313,NA
Hungarian Grand Prix,Hungaroring,2020,10,2,82.402,NA
Hungarian Grand Prix,Hungaroring,2020,11,2,82.509,NA
Hungarian Grand Prix,Hungaroring,2020,12,2,82.17,NA
Hungarian Grand Prix,Hungaroring,2020,13,2,81.998,NA
Hungarian Grand Prix,Hungaroring,2020,14,2,82.296,NA
Hungarian Grand Prix,Hungaroring,2020,15,2,82.086,NA
Hungarian Grand Prix,Hungaroring,2020,16,2,81.769,NA
Hungarian Grand Prix,Hungaroring,2020,17,2,82.112,NA
Hungarian Grand Prix,Hungaroring,2020,18,2,81.559,NA
Hungarian Grand Prix,Hungaroring,2020,19,2,81.726,NA
Hungarian Grand Prix,Hungaroring,2020,20,2,82.278,NA
Hungarian Grand Prix,Hungaroring,2020,21,2,82.748,NA
Hungarian Grand Prix,Hungaroring,2020,22,2,81.52,NA
Hungarian Grand Prix,Hungaroring,2020,23,2,81.893,NA
Hungarian Grand Prix,Hungaroring,2020,24,2,81.747,NA
Hungarian Grand Prix,Hungaroring,2020,25,2,81.847,NA
Hungarian Grand Prix,Hungaroring,2020,26,2,81.722,NA
Hungarian Grand Prix,Hungaroring,2020,27,2,81.739,NA
Hungarian Grand Prix,Hungaroring,2020,28,2,81.809,NA
Hungarian Grand Prix,Hungaroring,2020,29,2,81.936,NA
Hungarian Grand Prix,Hungaroring,2020,30,2,82.188,NA
Hungarian Grand Prix,Hungaroring,2020,31,2,82.34,NA
Hungarian Grand Prix,Hungaroring,2020,32,2,82.877,NA
Hungarian Grand Prix,Hungaroring,2020,33,2,82.531,NA
Hungarian Grand Prix,Hungaroring,2020,34,2,82.736,NA
Hungarian Grand Prix,Hungaroring,2020,35,2,83.376,NA
Hungarian Grand Prix,Hungaroring,2020,36,2,85.839,21.268
Hungarian Grand Prix,Hungaroring,2020,37,2,100.097,NA
Hungarian Grand Prix,Hungaroring,2020,38,2,80.492,NA
Hungarian Grand Prix,Hungaroring,2020,39,2,80.265,NA
Hungarian Grand Prix,Hungaroring,2020,40,2,80.09,NA
Hungarian Grand Prix,Hungaroring,2020,41,2,79.906,NA
Hungarian Grand Prix,Hungaroring,2020,42,2,80.299,NA
Hungarian Grand Prix,Hungaroring,2020,43,2,80.175,NA
Hungarian Grand Prix,Hungaroring,2020,44,2,80.659,NA
Hungarian Grand Prix,Hungaroring,2020,45,2,80.437,NA
Hungarian Grand Prix,Hungaroring,2020,46,2,80.617,NA
Hungarian Grand Prix,Hungaroring,2020,47,2,80.211,NA
Hungarian Grand Prix,Hungaroring,2020,48,2,80.573,NA
Hungarian Grand Prix,Hungaroring,2020,49,2,80.268,NA
Hungarian Grand Prix,Hungaroring,2020,50,2,79.83,NA
Hungarian Grand Prix,Hungaroring,2020,51,2,79.827,NA
Hungarian Grand Prix,Hungaroring,2020,52,2,79.975,NA
Hungarian Grand Prix,Hungaroring,2020,53,2,79.872,NA
Hungarian Grand Prix,Hungaroring,2020,54,2,79.763,NA
Hungarian Grand Prix,Hungaroring,2020,55,2,79.886,NA
Hungarian Grand Prix,Hungaroring,2020,56,2,80.217,NA
Hungarian Grand Prix,Hungaroring,2020,57,2,80.465,NA
Hungarian Grand Prix,Hungaroring,2020,58,2,79.767,NA
Hungarian Grand Prix,Hungaroring,2020,59,2,79.867,NA
Hungarian Grand Prix,Hungaroring,2020,60,2,79.184,NA
Hungarian Grand Prix,Hungaroring,2020,61,2,79.413,NA
Hungarian Grand Prix,Hungaroring,2020,62,2,79.564,NA
Hungarian Grand Prix,Hungaroring,2020,63,2,80.047,NA
Hungarian Grand Prix,Hungaroring,2020,64,2,79.324,NA
Hungarian Grand Prix,Hungaroring,2020,65,2,79.25,NA
Hungarian Grand Prix,Hungaroring,2020,66,2,79.321,NA
Hungarian Grand Prix,Hungaroring,2020,67,2,79.304,NA
Hungarian Grand Prix,Hungaroring,2020,68,2,79.346,NA
Hungarian Grand Prix,Hungaroring,2020,69,2,79.321,NA
Hungarian Grand Prix,Hungaroring,2020,70,2,80.222,NA
British Grand Prix,Silverstone Circuit,2020,1,3,96.913,NA
British Grand Prix,Silverstone Circuit,2020,2,3,126.326,NA
British Grand Prix,Silverstone Circuit,2020,3,3,150.222,NA
British Grand Prix,Silverstone Circuit,2020,4,3,152.997,NA
British Grand Prix,Silverstone Circuit,2020,5,3,138.752,NA
British Grand Prix,Silverstone Circuit,2020,6,3,91.959,NA
British Grand Prix,Silverstone Circuit,2020,7,3,92.018,NA
British Grand Prix,Silverstone Circuit,2020,8,3,91.374,NA
British Grand Prix,Silverstone Circuit,2020,9,3,91.46,NA
British Grand Prix,Silverstone Circuit,2020,10,3,91.143,NA
British Grand Prix,Silverstone Circuit,2020,11,3,91.204,NA
British Grand Prix,Silverstone Circuit,2020,12,3,91.181,NA
British Grand Prix,Silverstone Circuit,2020,13,3,128.84,28.208
British Grand Prix,Silverstone Circuit,2020,14,3,161.018,NA
British Grand Prix,Silverstone Circuit,2020,15,3,151.865,NA
British Grand Prix,Silverstone Circuit,2020,16,3,157.513,NA
British Grand Prix,Silverstone Circuit,2020,17,3,154.095,NA
British Grand Prix,Silverstone Circuit,2020,18,3,141.921,NA
British Grand Prix,Silverstone Circuit,2020,19,3,92.334,NA
British Grand Prix,Silverstone Circuit,2020,20,3,91.096,NA
